age,gender,household,time,ward,year
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,0-1,20,7
87,w,m,2-3,20,7
87,w,m,4-7,20,7
87,w,m,4-7,20,7
87,w,m,4-7,20,7
87,w,m,15-30,20,7
12,w,m,0-1,21,7
22,m,s,0-1,21,7
22,m,s,0-1,21,7
22,m,m,0-1,21,7
22,w,m,0-1,21,7
22,w,m,0-1,21,7
27,m,s,0-1,21,7
32,m,s,0-1,21,7
32,m,s,0-1,21,7
32,w,s,0-1,21,7
32,m,m,0-1,21,7
32,w,m,0-1,21,7
32,w,m,0-1,21,7
32,w,m,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,m,s,0-1,21,7
37,w,s,0-1,21,7
37,m,m,0-1,21,7
37,m,m,0-1,21,7
37,w,m,0-1,21,7
37,w,m,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,m,s,0-1,21,7
42,w,s,0-1,21,7
42,m,m,0-1,21,7
42,m,m,0-1,21,7
42,m,m,0-1,21,7
42,m,m,0-1,21,7
42,m,m,0-1,21,7
42,m,m,0-1,21,7
42,w,m,0-1,21,7
42,w,m,0-1,21,7
42,w,m,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,m,s,0-1,21,7
47,w,s,0-1,21,7
47,w,s,0-1,21,7
47,w,s,0-1,21,7
47,w,s,0-1,21,7
47,m,m,0-1,21,7
47,m,m,0-1,21,7
47,m,m,0-1,21,7
47,m,m,0-1,21,7
47,m,m,0-1,21,7
47,w,m,0-1,21,7
47,w,m,0-1,21,7
47,w,m,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,m,s,0-1,21,7
52,w,s,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,m,m,0-1,21,7
52,w,m,0-1,21,7
52,w,m,0-1,21,7
52,w,m,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,0-1,21,7
57,m,s,2-3,21,7
57,m,s,2-3,21,7
57,m,s,2-3,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,w,s,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,m,m,0-1,21,7
57,w,m,0-1,21,7
57,w,m,0-1,21,7
57,w,m,0-1,21,7
57,w,m,0-1,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,m,s,2-3,21,7
62,w,s,0-1,21,7
62,w,s,0-1,21,7
62,w,s,0-1,21,7
62,w,s,0-1,21,7
62,w,s,0-1,21,7
62,w,s,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,m,m,0-1,21,7
62,w,m,0-1,21,7
62,w,m,0-1,21,7
62,w,m,0-1,21,7
62,w,m,0-1,21,7
62,w,m,0-1,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,2-3,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,m,s,4-7,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,w,s,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,m,m,0-1,21,7
67,w,m,0-1,21,7
67,w,m,0-1,21,7
67,w,m,0-1,21,7
67,w,m,0-1,21,7
67,w,m,0-1,21,7
67,w,m,0-1,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,4-7,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,m,s,8-14,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,w,s,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,m,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
72,w,m,0-1,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,8-14,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,m,s,15-30,21,7
77,w,s,0-1,21,7
77,w,s,0-1,21,7
77,w,s,0-1,21,7
77,w,s,0-1,21,7
77,w,s,0-1,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,w,s,2-3,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,m,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
77,w,m,0-1,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,15-30,21,7
82,m,s,31-90,21,7
82,m,s,31-90,21,7
82,m,s,31-90,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,2-3,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,w,s,4-7,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,m,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
82,w,m,0-1,21,7
87,m,s,31-90,21,7
87,m,s,31-90,21,7
87,m,s,31-90,21,7
87,m,s,31-90,21,7
87,m,s,31-90,21,7
87,m,s,31-90,21,7
87,m,s,91-180,21,7
87,m,s,91-180,21,7
87,m,s,181-365,21,7
87,m,s,181-365,21,7
87,w,s,4-7,21,7
87,w,s,4-7,21,7
87,w,s,4-7,21,7
87,w,s,4-7,21,7
87,w,s,4-7,21,7
87,w,s,4-7,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,8-14,21,7
87,w,s,15-30,21,7
87,w,s,15-30,21,7
87,w,s,15-30,21,7
87,w,s,31-90,21,7
87,w,s,31-90,21,7
87,w,s,31-90,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,0-1,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,2-3,21,7
87,m,m,4-7,21,7
87,m,m,4-7,21,7
87,m,m,4-7,21,7
87,m,m,8-14,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,0-1,21,7
87,w,m,2-3,21,7
87,w,m,2-3,21,7
87,w,m,2-3,21,7
87,w,m,2-3,21,7
87,w,m,8-14,21,7
87,w,m,15-30,21,7
12,m,s,0-1,22,7
12,w,m,0-1,22,7
27,m,s,0-1,22,7
27,m,s,0-1,22,7
27,m,m,0-1,22,7
27,w,m,0-1,22,7
27,w,m,0-1,22,7
32,m,s,0-1,22,7
37,m,s,0-1,22,7
37,w,s,0-1,22,7
37,m,m,0-1,22,7
37,m,m,0-1,22,7
37,m,m,0-1,22,7
37,m,m,0-1,22,7
37,w,m,0-1,22,7
42,m,s,0-1,22,7
42,m,s,0-1,22,7
42,m,s,0-1,22,7
42,m,s,0-1,22,7
42,w,s,0-1,22,7
42,w,s,0-1,22,7
42,m,m,0-1,22,7
42,m,m,0-1,22,7
42,m,m,0-1,22,7
42,w,m,0-1,22,7
47,m,s,0-1,22,7
47,m,s,0-1,22,7
47,m,s,0-1,22,7
47,m,m,0-1,22,7
47,m,m,0-1,22,7
47,m,m,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,m,s,0-1,22,7
52,w,s,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,m,m,0-1,22,7
52,w,m,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,0-1,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,m,s,2-3,22,7
57,w,s,0-1,22,7
57,w,s,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,m,m,0-1,22,7
57,w,m,0-1,22,7
57,w,m,0-1,22,7
57,w,m,0-1,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,2-3,22,7
62,m,s,4-7,22,7
62,m,s,4-7,22,7
62,m,s,4-7,22,7
62,m,s,4-7,22,7
62,m,s,4-7,22,7
62,m,s,4-7,22,7
62,w,s,0-1,22,7
62,w,s,0-1,22,7
62,w,s,0-1,22,7
62,w,s,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,m,m,0-1,22,7
62,w,m,0-1,22,7
62,w,m,0-1,22,7
62,w,m,0-1,22,7
62,w,m,0-1,22,7
62,w,m,0-1,22,7
62,w,m,0-1,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,4-7,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,m,s,8-14,22,7
67,w,s,0-1,22,7
67,w,s,0-1,22,7
67,w,s,0-1,22,7
67,m,m,0-1,22,7
67,m,m,0-1,22,7
67,m,m,0-1,22,7
67,m,m,0-1,22,7
67,m,m,0-1,22,7
67,m,m,0-1,22,7
67,w,m,0-1,22,7
67,w,m,0-1,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,8-14,22,7
72,m,s,15-30,22,7
72,m,s,15-30,22,7
72,w,s,0-1,22,7
72,w,s,0-1,22,7
72,w,s,0-1,22,7
72,w,s,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,m,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
72,w,m,0-1,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,15-30,22,7
77,m,s,31-90,22,7
77,m,s,31-90,22,7
77,w,s,0-1,22,7
77,w,s,0-1,22,7
77,w,s,0-1,22,7
77,w,s,0-1,22,7
77,w,s,0-1,22,7
77,w,s,0-1,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,w,s,2-3,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,m,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
77,w,m,0-1,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,m,s,31-90,22,7
82,w,s,2-3,22,7
82,w,s,2-3,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,4-7,22,7
82,w,s,8-14,22,7
82,w,s,8-14,22,7
82,w,s,8-14,22,7
82,w,s,8-14,22,7
82,w,s,8-14,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,m,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
82,w,m,0-1,22,7
87,m,s,31-90,22,7
87,m,s,31-90,22,7
87,m,s,31-90,22,7
87,m,s,31-90,22,7
87,m,s,31-90,22,7
